osm_id,mean_elevation (m),mean_slope,mean_precipitation (mm),imperviousness_values,flooded,elevation,slope,precipitation,permeability
622937223,632.36,28.43,17.91,0,1,2.51,1.39,4.83,10.00
398648110,603.52,30.26,17.91,0,1,2.40,1.48,4.83,10.00
798460150,469.91,32.70,17.91,0,1,1.87,1.60,4.83,10.00
955862119,21.69,8.32,17.94,0,1,0.09,0.40,4.84,10.00
800642008,14.76,19.11,17.94,0,1,0.06,0.93,4.84,10.00
623195150,846.91,27.90,18.06,0,1,3.36,1.36,4.88,10.00
848303904,940.51,40.95,18.06,0,1,3.74,2.00,4.88,10.00
1058840681,4.00,7.54,18.18,0,1,0.02,0.36,4.92,10.00
889997012,4.00,9.08,18.18,0,1,0.02,0.44,4.92,10.00
45732255,512.58,26.64,18.71,0,1,2.04,1.30,5.08,10.00
889511052,26.14,8.49,18.85,0,1,0.10,0.41,5.12,10.00
397978154,554.02,34.82,18.89,0,1,2.20,1.70,5.13,10.00
622626499,3.10,9.14,18.97,0,1,0.01,0.44,5.15,10.00
963113553,1257.34,45.45,19.00,0,1,4.99,2.22,5.16,10.00
623261726,15.85,5.68,19.19,0,1,0.06,0.27,5.22,10.00
364345828,13.00,7.05,19.19,0,1,0.05,0.34,5.22,10.00
637743438,25.18,7.13,19.28,0,1,0.10,0.34,5.25,10.00
533940296,25.26,9.04,19.28,0,1,0.10,0.44,5.25,10.00
847041425,4.57,3.30,19.30,0,1,0.02,0.16,5.26,10.00
849390149,1.63,4.30,19.30,0,1,0.01,0.21,5.26,10.00
847041427,5.00,5.24,19.30,0,1,0.02,0.25,5.26,10.00
847041424,1.50,5.49,19.30,0,1,0.01,0.26,5.26,10.00
618312437,648.05,24.34,19.37,0,1,2.57,1.19,5.28,10.00
1052467862,1163.15,19.23,19.85,0,1,4.62,0.94,5.42,10.00
962457110,617.63,40.46,19.88,0,1,2.45,1.98,5.43,10.00
619217468,1224.14,21.79,20.36,0,1,4.86,1.06,5.58,10.00
498196759,1467.13,45.27,20.36,0,1,5.83,2.22,5.58,10.00
962939536,439.55,54.56,20.52,0,1,1.75,2.67,5.63,10.00
922791856,2.00,0.31,20.55,0,1,0.01,0.01,5.64,10.00
902938725,2.22,1.57,20.55,0,1,0.01,0.07,5.64,10.00
50905191,6.30,2.16,20.55,0,1,0.02,0.10,5.64,10.00
289361336,10.02,2.87,20.55,0,1,0.04,0.14,5.64,10.00
622156342,6.56,6.63,20.55,0,1,0.03,0.32,5.64,10.00
890049608,1650.61,35.82,20.67,0,1,6.56,1.75,5.67,10.00
890049610,1660.50,51.59,20.67,0,1,6.60,2.53,5.67,10.00
890049609,1639.00,62.73,20.67,0,1,6.51,3.07,5.67,10.00
389547596,11.00,9.13,20.88,0,1,0.04,0.44,5.74,10.00
963152741,933.10,36.17,21.16,0,1,3.71,1.77,5.82,10.00
1177516207,3.75,2.12,21.55,0,1,0.01,0.10,5.94,10.00
1168473789,3.00,4.02,21.55,0,1,0.01,0.19,5.94,10.00
995468350,3.64,4.25,21.55,0,1,0.01,0.20,5.94,10.00
995468352,1.60,7.25,21.55,0,1,0.01,0.35,5.94,10.00
1177536624,2.50,11.41,21.55,0,1,0.01,0.55,5.94,10.00
849393490,2.78,3.33,21.68,0,1,0.01,0.16,5.98,10.00
622626837,2.00,3.34,21.68,0,1,0.01,0.16,5.98,10.00
622626533,5.70,3.77,21.68,0,1,0.02,0.18,5.98,10.00
917324956,4.10,3.79,21.68,0,1,0.02,0.18,5.98,10.00
633164800,2.63,3.98,21.68,0,1,0.01,0.19,5.98,10.00
803650791,1.47,5.25,21.68,0,1,0.01,0.25,5.98,10.00
490362564,10.60,5.64,21.68,0,1,0.04,0.27,5.98,10.00
786492582,3.21,5.94,21.68,0,1,0.01,0.29,5.98,10.00
960677063,3.38,6.68,21.68,0,1,0.01,0.32,5.98,10.00
917324957,2.00,9.89,21.68,0,1,0.01,0.48,5.98,10.00
618922924,981.52,22.08,21.72,0,1,3.90,1.08,5.99,10.00
616910553,1072.69,24.22,21.75,0,1,4.26,1.18,6.00,10.00
962456781,294.37,49.47,21.85,0,1,1.17,2.42,6.03,10.00
962456702,377.44,55.94,21.85,0,1,1.50,2.74,6.03,10.00
618318382,355.24,22.92,21.88,0,1,1.41,1.12,6.04,10.00
364401986,5.89,7.47,21.94,0,1,0.02,0.36,6.06,10.00
894958464,4.62,1.85,21.98,0,1,0.02,0.09,6.07,10.00
755097056,2.93,1.89,21.98,0,1,0.01,0.09,6.07,10.00
622892214,4.45,2.49,21.98,0,1,0.02,0.12,6.07,10.00
367216163,2.09,3.29,21.98,0,1,0.01,0.16,6.07,10.00
633143085,3.81,3.31,21.98,0,1,0.02,0.16,6.07,10.00
759116326,9.09,3.40,21.98,0,1,0.04,0.16,6.07,10.00
958565395,7.90,3.53,21.98,0,1,0.03,0.17,6.07,10.00
367216168,3.95,3.59,21.98,0,1,0.02,0.17,6.07,10.00
902727270,4.10,3.99,21.98,0,1,0.02,0.19,6.07,10.00
736473327,6.33,4.23,21.98,0,1,0.03,0.20,6.07,10.00
902727268,4.67,5.02,21.98,0,1,0.02,0.24,6.07,10.00
472062698,5.30,5.24,21.98,0,1,0.02,0.25,6.07,10.00
759113987,6.57,5.75,21.98,0,1,0.03,0.28,6.07,10.00
759132294,6.93,5.79,21.98,0,1,0.03,0.28,6.07,10.00
471914697,4.05,6.72,21.98,0,1,0.02,0.32,6.07,10.00
101555317,4.84,8.22,21.98,0,1,0.02,0.40,6.07,10.00
958650226,9.00,9.03,21.98,0,1,0.04,0.44,6.07,10.00
367216143,2.96,9.42,21.98,0,1,0.01,0.46,6.07,10.00
280588319,5.12,3.22,22.06,0,1,0.02,0.15,6.10,10.00
963076300,795.84,29.58,22.23,0,1,3.16,1.45,6.15,10.00
963081149,588.18,42.02,22.23,0,1,2.34,2.06,6.15,10.00
773851263,3.17,1.89,22.48,0,1,0.01,0.09,6.23,10.00
892944892,1.55,2.71,22.48,0,1,0.01,0.13,6.23,10.00
773851260,4.18,2.79,22.48,0,1,0.02,0.13,6.23,10.00
692530956,1.93,2.81,22.48,0,1,0.01,0.13,6.23,10.00
749334148,3.50,3.23,22.48,0,1,0.01,0.15,6.23,10.00
622642981,3.21,3.42,22.48,0,1,0.01,0.16,6.23,10.00
754208047,6.43,3.81,22.48,0,1,0.03,0.18,6.23,10.00
750745727,4.38,3.82,22.48,0,1,0.02,0.18,6.23,10.00
888620542,4.00,3.94,22.48,0,1,0.02,0.19,6.23,10.00
622642979,1.50,4.27,22.48,0,1,0.01,0.20,6.23,10.00
739808257,9.00,4.38,22.48,0,1,0.04,0.21,6.23,10.00
977916201,2.70,4.39,22.48,0,1,0.01,0.21,6.23,10.00
755358493,6.27,4.41,22.48,0,1,0.02,0.21,6.23,10.00
694942409,5.52,4.88,22.48,0,1,0.02,0.23,6.23,10.00
756024881,5.53,4.89,22.48,0,1,0.02,0.23,6.23,10.00
822167345,4.80,5.17,22.48,0,1,0.02,0.25,6.23,10.00
694942412,1.43,5.23,22.48,0,1,0.01,0.25,6.23,10.00
997728506,3.19,5.80,22.48,0,1,0.01,0.28,6.23,10.00
770258677,6.55,5.98,22.48,0,1,0.03,0.29,6.23,10.00
935438197,6.56,6.05,22.48,0,1,0.03,0.29,6.23,10.00
622642983,8.12,6.41,22.48,0,1,0.03,0.31,6.23,10.00
694943534,1.75,6.60,22.48,0,1,0.01,0.32,6.23,10.00
623138956,5.33,6.71,22.48,0,1,0.02,0.32,6.23,10.00
692966620,3.00,6.81,22.48,0,1,0.01,0.33,6.23,10.00
754202462,7.25,6.96,22.48,0,1,0.03,0.34,6.23,10.00
849629070,6.67,7.68,22.48,0,1,0.03,0.37,6.23,10.00
739809437,8.00,7.71,22.48,0,1,0.03,0.37,6.23,10.00
598842949,27.43,8.35,22.52,0,1,0.11,0.40,6.24,10.00
616601835,25.11,8.58,22.52,0,1,0.10,0.42,6.24,10.00
955400028,9.68,9.35,22.52,0,1,0.04,0.45,6.24,10.00
804519303,5.37,12.73,22.52,0,1,0.02,0.62,6.24,10.00
101382037,14.08,12.87,22.52,0,1,0.06,0.63,6.24,10.00
804519304,8.00,17.81,22.52,0,1,0.03,0.87,6.24,10.00
917708833,4.50,2.58,22.94,0,1,0.02,0.12,6.36,10.00
236949040,10.23,3.82,22.94,0,1,0.04,0.18,6.36,10.00
927018286,3.00,4.36,22.94,0,1,0.01,0.21,6.36,10.00
960132429,8.36,5.79,22.94,0,1,0.03,0.28,6.36,10.00
917708830,4.94,6.16,22.94,0,1,0.02,0.30,6.36,10.00
960132433,9.00,6.16,22.94,0,1,0.04,0.30,6.36,10.00
887700215,6.00,6.62,22.94,0,1,0.02,0.32,6.36,10.00
917708832,4.25,7.82,22.94,0,1,0.02,0.38,6.36,10.00
960132419,3.42,8.00,22.94,0,1,0.01,0.39,6.36,10.00
437353198,4.60,9.15,22.94,0,1,0.02,0.44,6.36,10.00
609898464,3.17,9.81,22.94,0,1,0.01,0.48,6.36,10.00
960132420,12.69,11.36,22.94,0,1,0.05,0.55,6.36,10.00
632460550,1.71,3.91,22.96,0,1,0.01,0.19,6.37,10.00
960132457,4.23,4.01,22.96,0,1,0.02,0.19,6.37,10.00
483011206,6.50,4.45,22.96,0,1,0.03,0.21,6.37,10.00
364769297,1.43,4.48,22.96,0,1,0.01,0.21,6.37,10.00
842954131,8.89,4.78,22.96,0,1,0.04,0.23,6.37,10.00
847888978,9.11,4.98,22.96,0,1,0.04,0.24,6.37,10.00
364769294,3.68,5.78,22.96,0,1,0.01,0.28,6.37,10.00
960132458,4.45,6.09,22.96,0,1,0.02,0.29,6.37,10.00
632460539,6.36,6.22,22.96,0,1,0.03,0.30,6.37,10.00
632460545,1.57,6.71,22.96,0,1,0.01,0.32,6.37,10.00
470006137,3.56,8.35,22.96,0,1,0.01,0.40,6.37,10.00
665769463,1.50,11.59,22.96,0,1,0.01,0.56,6.37,10.00
401599378,2.64,2.44,23.06,0,1,0.01,0.11,6.40,10.00
958557811,2.38,2.76,23.06,0,1,0.01,0.13,6.40,10.00
100521909,6.87,3.73,23.06,0,1,0.03,0.18,6.40,10.00
788627575,3.31,3.80,23.06,0,1,0.01,0.18,6.40,10.00
369712043,3.86,4.30,23.06,0,1,0.02,0.21,6.40,10.00
804167788,4.15,10.20,23.12,0,1,0.02,0.50,6.42,10.00
804167790,9.29,13.43,23.12,0,1,0.04,0.65,6.42,10.00
622892202,3.54,3.82,23.24,0,1,0.01,0.18,6.46,10.00
558737470,5.92,5.32,23.24,0,1,0.02,0.26,6.46,10.00
983090826,4.68,6.83,23.24,0,1,0.02,0.33,6.46,10.00
1058840680,3.17,7.46,23.24,0,1,0.01,0.36,6.46,10.00
964167709,591.50,59.17,23.34,0,1,2.35,2.90,6.49,10.00
842146762,1.30,5.12,23.62,0,1,0.01,0.25,6.57,10.00
842146761,3.55,6.11,23.62,0,1,0.01,0.29,6.57,10.00
622552901,5.86,4.49,23.63,0,1,0.02,0.22,6.58,10.00
765031541,6.62,10.81,23.63,0,1,0.03,0.53,6.58,10.00
852132564,1476.21,34.34,23.78,0,1,5.86,1.68,6.62,10.00
497172381,10.15,11.93,23.87,0,1,0.04,0.58,6.65,10.00
804602413,7.10,6.36,24.31,0,1,0.03,0.31,6.78,10.00
804595260,1.96,7.25,24.31,0,1,0.01,0.35,6.78,10.00
804595262,2.11,7.69,24.31,0,1,0.01,0.37,6.78,10.00
174907932,172.65,34.89,24.73,0,1,0.69,1.71,6.91,10.00
956652607,2.00,1.58,25.06,0,1,0.01,0.07,7.01,10.00
956652373,1.86,4.16,25.06,0,1,0.01,0.20,7.01,10.00
618473424,896.76,31.53,25.18,0,1,3.56,1.54,7.05,10.00
617560804,188.42,39.65,25.59,0,1,0.75,1.94,7.17,10.00
804167787,2.78,3.98,26.20,0,1,0.01,0.19,7.36,10.00
1172705743,4.00,5.71,26.20,0,1,0.02,0.28,7.36,10.00
803195677,3.44,5.80,26.20,0,1,0.01,0.28,7.36,10.00
783930836,10.52,8.75,26.20,0,1,0.04,0.42,7.36,10.00
790345740,24.68,11.12,26.20,0,1,0.10,0.54,7.36,10.00
804294724,20.99,11.66,26.20,0,1,0.08,0.57,7.36,10.00
804163603,17.53,11.96,26.20,0,1,0.07,0.58,7.36,10.00
804376704,18.78,14.22,26.20,0,1,0.07,0.69,7.36,10.00
616535683,1004.82,29.36,26.37,0,1,3.99,1.43,7.41,10.00
50922911,881.33,13.72,26.89,0,1,3.50,0.67,7.57,10.00
882717997,1550.09,18.32,27.20,0,1,6.16,0.89,7.66,10.00
844438433,1553.95,20.29,27.20,0,1,6.17,0.99,7.66,10.00
882717999,1544.45,23.18,27.20,0,1,6.14,1.13,7.66,10.00
883327451,1585.18,23.67,27.20,0,1,6.30,1.16,7.66,10.00
623054819,1536.51,24.79,27.20,0,1,6.10,1.21,7.66,10.00
860487955,1580.11,25.55,27.20,0,1,6.28,1.25,7.66,10.00
623163686,1554.38,26.39,27.20,0,1,6.17,1.29,7.66,10.00
623163672,1513.92,29.05,27.20,0,1,6.01,1.42,7.66,10.00
893398716,1576.60,30.23,27.20,0,1,6.26,1.48,7.66,10.00
890801747,1556.54,30.66,27.20,0,1,6.18,1.50,7.66,10.00
852132565,1509.27,32.12,27.20,0,1,6.00,1.57,7.66,10.00
891661247,1571.50,33.07,27.20,0,1,6.24,1.62,7.66,10.00
894225740,1543.56,34.00,27.20,0,1,6.13,1.66,7.66,10.00
892621945,1567.95,34.74,27.20,0,1,6.23,1.70,7.66,10.00
888901002,1608.11,35.58,27.20,0,1,6.39,1.74,7.66,10.00
853621559,1518.38,37.14,27.20,0,1,6.03,1.82,7.66,10.00
894197994,1487.21,45.88,27.20,0,1,5.91,2.25,7.66,10.00
844406063,1603.64,47.07,27.20,0,1,6.37,2.30,7.66,10.00
894197996,1495.33,57.15,27.20,0,1,5.94,2.80,7.66,10.00
617560802,160.12,28.55,27.26,0,1,0.64,1.40,7.68,10.00
623276485,1018.55,25.12,27.56,0,1,4.05,1.23,7.77,10.00
958892781,5.33,4.19,28.28,0,1,0.02,0.20,7.99,10.00
236699724,6.14,5.25,28.28,0,1,0.02,0.25,7.99,10.00
960677072,8.22,6.11,28.28,0,1,0.03,0.29,7.99,10.00
495450736,5.95,6.45,28.28,0,1,0.02,0.31,7.99,10.00
958892780,11.94,7.43,28.28,0,1,0.05,0.36,7.99,10.00
632712015,9.75,7.94,28.28,0,1,0.04,0.38,7.99,10.00
956078682,3.70,3.41,28.45,0,1,0.01,0.16,8.04,10.00
995484353,3.00,3.52,28.45,0,1,0.01,0.17,8.04,10.00
632780585,4.94,5.61,28.45,0,1,0.02,0.27,8.04,10.00
849393477,2.86,6.48,28.45,0,1,0.01,0.31,8.04,10.00
38812433,894.43,18.54,29.24,0,1,3.55,0.90,8.29,10.00
51818253,880.33,14.10,29.29,0,1,3.50,0.69,8.30,10.00
38812410,882.00,21.24,29.29,0,1,3.50,1.04,8.30,10.00
544338822,897.73,25.55,29.29,0,1,3.57,1.25,8.30,10.00
544338820,882.00,43.10,29.29,0,1,3.50,2.11,8.30,10.00
617984997,719.58,34.70,29.44,0,1,2.86,1.70,8.35,10.00
795151673,287.24,39.42,29.44,0,1,1.14,1.93,8.35,10.00
964167742,479.28,51.26,29.44,0,1,1.90,2.51,8.35,10.00
960744744,16.10,9.31,29.48,0,1,0.06,0.45,8.36,10.00
622935701,20.57,11.18,29.48,0,1,0.08,0.54,8.36,10.00
957908293,291.71,38.37,29.65,0,1,1.16,1.88,8.41,10.00
485852850,40.50,9.30,29.85,0,1,0.16,0.45,8.47,10.00
618425508,276.00,57.74,31.06,0,1,1.10,2.83,8.84,10.00
383732178,18.43,9.41,33.58,0,1,0.07,0.46,9.61,10.00
292069527,15.13,3.99,20.08,460,0,0.06,0.19,5.49,1.27
222476236,9.08,3.00,10.97,435,0,0.04,0.14,2.72,1.75
49025893,12.58,5.62,21.34,435,0,0.05,0.27,5.88,1.75
65729737,16.57,5.06,25.70,421,0,0.07,0.24,7.21,2.01
622945709,26.28,4.92,23.12,415,0,0.10,0.24,6.42,2.13
813224299,16.13,6.55,25.70,415,0,0.06,0.32,7.21,2.13
284944304,17.86,4.60,19.70,404,0,0.07,0.22,5.38,2.33
65916459,9.58,3.33,20.06,389,0,0.04,0.16,5.49,2.62
30921651,16.26,4.95,28.88,364,0,0.06,0.24,8.18,3.09
101555315,8.74,3.43,28.46,361,0,0.03,0.16,8.05,3.15
237201475,24.28,5.43,14.06,358,0,0.10,0.26,3.66,3.21
180241332,9.90,3.57,27.08,339,0,0.04,0.17,7.63,3.57
254994083,6.66,4.63,27.08,321,0,0.03,0.22,7.63,3.91
254993626,6.51,4.63,27.08,320,0,0.03,0.22,7.63,3.93
254808246,4.45,3.47,16.78,314,0,0.02,0.17,4.49,4.04
134768405,16.18,4.26,25.70,310,0,0.06,0.20,7.21,4.12
237420285,24.72,6.40,14.06,308,0,0.10,0.31,3.66,4.16
88388653,13.32,4.18,21.74,308,0,0.05,0.20,6.00,4.16
232004581,7.12,4.67,27.08,287,0,0.03,0.22,7.63,4.55
101374637,19.05,4.85,23.15,285,0,0.08,0.23,6.43,4.59
405105328,8.83,3.28,27.08,282,0,0.03,0.16,7.63,4.65
136532817,24.79,7.88,19.30,276,0,0.10,0.38,5.26,4.76
796916985,33.89,11.07,23.44,276,0,0.13,0.54,6.52,4.76
25447946,4.37,3.55,16.78,275,0,0.02,0.17,4.49,4.78
383754673,28.98,4.94,30.91,268,0,0.12,0.24,8.79,4.91
235958905,27.87,6.96,19.84,259,0,0.11,0.34,5.42,5.09
807971362,30.75,9.08,25.46,259,0,0.12,0.44,7.13,5.09
30921568,13.18,4.12,28.45,251,0,0.05,0.20,8.04,5.24
31013945,20.41,5.62,29.48,251,0,0.08,0.27,8.36,5.24
265226534,19.45,6.01,14.06,239,0,0.08,0.29,3.66,5.46
240180806,20.03,6.58,14.06,235,0,0.08,0.32,3.66,5.54
453049852,10.94,4.12,18.97,231,0,0.04,0.20,5.15,5.62
136532850,11.05,4.99,19.75,226,0,0.04,0.24,5.39,5.71
635235956,8.59,3.76,25.70,225,0,0.03,0.18,7.21,5.73
288772747,12.37,3.07,13.30,219,0,0.05,0.15,3.43,5.84
901998684,8.50,4.07,25.70,219,0,0.03,0.19,7.21,5.84
45725410,19.19,6.29,18.62,217,0,0.08,0.30,5.05,5.88
103536167,13.60,10.18,28.55,217,0,0.05,0.49,8.07,5.88
495005540,7.24,2.68,13.21,211,0,0.03,0.13,3.40,6.00
173661083,38.40,6.47,17.17,211,0,0.15,0.31,4.61,6.00
794868098,18.40,5.03,24.31,211,0,0.07,0.24,6.78,6.00
237554524,11.21,4.93,16.26,209,0,0.04,0.24,4.33,6.03
792661329,32.47,7.88,28.20,209,0,0.13,0.38,7.97,6.03
1127501312,8.51,6.02,16.26,205,0,0.03,0.29,4.33,6.11
221601403,17.25,4.64,15.38,204,0,0.07,0.22,4.06,6.13
54173578,8.77,3.74,20.06,203,0,0.03,0.18,5.49,6.15
1127501311,9.43,5.02,16.26,202,0,0.04,0.24,4.33,6.17
276753165,25.90,7.85,17.49,201,0,0.10,0.38,4.71,6.19
257589335,17.28,4.96,24.31,201,0,0.07,0.24,6.78,6.19
400399813,9.01,6.20,16.26,200,0,0.04,0.30,4.33,6.20
48950848,8.77,3.02,21.94,199,0,0.03,0.14,6.06,6.22
768991894,15.33,3.56,15.09,198,0,0.06,0.17,3.97,6.24
803554957,17.98,4.64,23.87,198,0,0.07,0.22,6.65,6.24
702670195,9.26,4.79,11.61,197,0,0.04,0.23,2.91,6.26
191523684,9.44,5.03,16.26,197,0,0.04,0.24,4.33,6.26
1036188321,11.47,7.00,25.35,197,0,0.05,0.34,7.10,6.26
46513241,11.38,3.93,28.46,197,0,0.05,0.19,8.05,6.26
46513832,23.94,8.91,28.55,196,0,0.09,0.43,8.07,6.28
45731026,23.40,9.21,19.21,194,0,0.09,0.45,5.23,6.32
755605372,8.20,4.78,21.94,194,0,0.03,0.23,6.06,6.32
232005121,7.78,4.59,27.08,194,0,0.03,0.22,7.63,6.32
599134752,16.20,6.60,16.26,191,0,0.06,0.32,4.33,6.38
53015630,7.52,3.87,16.09,189,0,0.03,0.18,4.28,6.41
477345663,8.42,4.18,25.70,189,0,0.03,0.20,7.21,6.41
133758467,7.12,7.74,25.01,188,0,0.03,0.37,6.99,6.43
590644113,7.26,7.89,25.01,188,0,0.03,0.38,6.99,6.43
180899764,12.78,5.13,16.26,187,0,0.05,0.25,4.33,6.45
136545014,10.75,3.45,21.94,186,0,0.04,0.16,6.06,6.47
758560783,10.54,3.17,21.98,186,0,0.04,0.15,6.07,6.47
860371207,12.81,12.10,20.98,184,0,0.05,0.59,5.77,6.51
46513147,14.32,5.43,15.96,181,0,0.06,0.26,4.24,6.57
1201617887,7.37,3.65,21.94,181,0,0.03,0.17,6.06,6.57
169356480,8.52,3.57,20.06,180,0,0.03,0.17,5.49,6.58
400399818,12.24,5.27,16.26,178,0,0.05,0.25,4.33,6.62
794868096,12.34,5.46,24.31,177,0,0.05,0.26,6.78,6.64
255038901,22.72,6.71,20.98,176,0,0.09,0.32,5.77,6.66
259236612,16.56,3.77,24.31,176,0,0.07,0.18,6.78,6.66
495336912,10.88,3.58,20.71,175,0,0.04,0.17,5.69,6.68
180236853,4.92,3.81,13.14,174,0,0.02,0.18,3.38,6.70
169356490,9.65,2.83,18.18,173,0,0.04,0.13,4.92,6.72
759515835,13.28,13.11,20.98,173,0,0.05,0.64,5.77,6.72
575378200,9.89,5.08,21.61,172,0,0.04,0.24,5.96,6.74
255247641,4.80,3.95,13.14,170,0,0.02,0.19,3.38,6.77
370303861,7.64,3.21,28.46,170,0,0.03,0.15,8.05,6.77
136532824,11.85,8.11,19.30,169,0,0.05,0.39,5.26,6.79
52705494,8.29,3.69,16.78,167,0,0.03,0.18,4.49,6.83
255038894,14.19,6.13,25.70,167,0,0.06,0.30,7.21,6.83
101555323,8.35,7.14,18.62,166,0,0.03,0.35,5.05,6.85
90345659,5.00,5.15,11.61,165,0,0.02,0.25,2.91,6.87
837513233,19.41,4.32,17.11,165,0,0.08,0.21,4.59,6.87
259236611,16.86,4.09,24.31,165,0,0.07,0.20,6.78,6.87
232013875,25.25,9.27,25.70,165,0,0.10,0.45,7.21,6.87
136539866,12.17,3.90,22.16,164,0,0.05,0.19,6.13,6.89
88254100,12.73,5.03,25.70,163,0,0.05,0.24,7.21,6.91
798860842,9.44,3.73,18.18,162,0,0.04,0.18,4.92,6.93
750671633,7.90,3.76,17.00,160,0,0.03,0.18,4.56,6.96
378866236,10.36,3.48,23.24,160,0,0.04,0.17,6.46,6.96
288767788,11.10,3.18,13.50,158,0,0.04,0.15,3.49,7.00
136545037,10.16,3.45,18.18,158,0,0.04,0.16,4.92,7.00
494592354,7.00,3.78,21.94,158,0,0.03,0.18,6.06,7.00
1013708804,26.92,3.85,24.31,158,0,0.11,0.18,6.78,7.00
122159427,9.09,3.19,10.97,157,0,0.04,0.15,2.72,7.02
254822322,6.50,4.08,13.21,156,0,0.03,0.20,3.40,7.04
180200708,8.27,3.38,18.18,156,0,0.03,0.16,4.92,7.04
792265173,30.99,5.65,19.46,156,0,0.12,0.27,5.31,7.04
494625938,5.92,3.97,21.94,156,0,0.02,0.19,6.06,7.04
46513046,23.29,9.87,24.26,156,0,0.09,0.48,6.77,7.04
798199040,16.13,5.63,17.78,155,0,0.06,0.27,4.79,7.06
804877022,14.21,5.06,28.37,155,0,0.06,0.24,8.02,7.06
622668491,31.90,6.46,21.84,154,0,0.13,0.31,6.03,7.08
1030370662,10.49,4.46,27.08,154,0,0.04,0.21,7.63,7.08
757533347,9.08,4.06,11.61,151,0,0.04,0.19,2.91,7.13
1021357312,20.92,8.67,16.26,151,0,0.08,0.42,4.33,7.13
535928359,7.18,3.86,11.61,150,0,0.03,0.18,2.91,7.15
825015197,30.55,11.77,18.62,150,0,0.12,0.57,5.05,7.15
126226120,10.23,3.54,20.06,150,0,0.04,0.17,5.49,7.15
372424526,4.07,3.32,20.83,150,0,0.02,0.16,5.72,7.15
272363652,12.17,3.59,21.55,150,0,0.05,0.17,5.94,7.15
46512983,12.42,5.37,19.19,149,0,0.05,0.26,5.22,7.17
140354677,9.35,2.91,11.61,148,0,0.04,0.14,2.91,7.19
48951483,9.51,3.09,27.08,148,0,0.04,0.15,7.63,7.19
564635643,10.85,3.70,18.62,147,0,0.04,0.18,5.05,7.21
825015199,24.17,7.80,18.62,147,0,0.10,0.38,5.05,7.21
232005119,9.96,3.48,28.46,147,0,0.04,0.17,8.05,7.21
240180827,12.04,5.60,19.19,146,0,0.05,0.27,5.22,7.23
430073548,14.17,5.34,22.95,146,0,0.06,0.26,6.37,7.23
1013708810,19.41,4.36,28.28,146,0,0.08,0.21,7.99,7.23
453494952,7.45,3.18,28.46,145,0,0.03,0.15,8.05,7.25
622945699,21.90,4.20,29.48,144,0,0.09,0.20,8.36,7.27
254815420,7.86,3.18,13.21,143,0,0.03,0.15,3.40,7.29
254822688,6.69,4.53,13.21,143,0,0.03,0.22,3.40,7.29
53016404,8.17,3.49,16.78,143,0,0.03,0.17,4.49,7.29
825015189,2.86,5.08,18.62,143,0,0.01,0.24,5.05,7.29
1013660067,11.08,3.67,23.24,143,0,0.04,0.18,6.46,7.29
585847777,12.55,5.49,24.31,143,0,0.05,0.26,6.78,7.29
1021357314,21.67,8.51,16.26,142,0,0.09,0.41,4.33,7.31
232018990,17.09,4.81,24.31,142,0,0.07,0.23,6.78,7.31
133980817,5.79,5.43,18.18,141,0,0.02,0.26,4.92,7.32
378399005,15.25,4.06,29.48,141,0,0.06,0.19,8.36,7.32
136532846,10.65,7.58,16.26,140,0,0.04,0.37,4.33,7.34
90342311,8.81,3.86,16.39,140,0,0.03,0.18,4.37,7.34
1032948294,11.21,3.05,13.71,138,0,0.04,0.14,3.55,7.38
289321158,7.21,3.21,17.01,138,0,0.03,0.15,4.56,7.38
751644670,7.52,3.01,18.18,138,0,0.03,0.14,4.92,7.38
70535447,36.93,6.37,21.31,138,0,0.15,0.31,5.87,7.38
825710920,13.06,6.15,25.06,138,0,0.05,0.30,7.01,7.38
180240419,23.17,7.21,25.70,137,0,0.09,0.35,7.21,7.40
599134753,9.29,5.96,16.26,136,0,0.04,0.29,4.33,7.42
30932683,7.33,3.31,21.94,136,0,0.03,0.16,6.06,7.42
646382281,24.98,5.72,24.54,136,0,0.10,0.28,6.85,7.42
363225202,8.89,4.18,25.70,135,0,0.04,0.20,7.21,7.44
65733624,15.64,5.29,25.70,135,0,0.06,0.25,7.21,7.44
254822321,6.64,4.39,13.21,134,0,0.03,0.21,3.40,7.46
276735250,26.51,7.51,17.94,134,0,0.11,0.36,4.84,7.46
768991893,14.03,4.40,28.37,134,0,0.06,0.21,8.02,7.46
619381759,6.83,2.81,28.46,134,0,0.03,0.13,8.05,7.46
830045102,9.20,4.23,28.46,134,0,0.04,0.20,8.05,7.46
53015036,7.90,4.14,16.78,133,0,0.03,0.20,4.49,7.48
180311867,7.27,2.97,21.94,133,0,0.03,0.14,6.06,7.48
55488870,7.53,2.60,11.61,132,0,0.03,0.12,2.91,7.50
140127550,12.14,3.70,13.30,132,0,0.05,0.18,3.43,7.50
45725465,37.92,8.10,18.62,132,0,0.15,0.39,5.05,7.50
1008167392,10.05,4.25,25.70,132,0,0.04,0.20,7.21,7.50
1012209436,9.24,4.08,18.18,131,0,0.04,0.20,4.92,7.51
435422613,8.66,3.57,25.20,131,0,0.03,0.17,7.05,7.51
1014994366,11.11,5.44,18.97,130,0,0.04,0.26,5.15,7.53
289338471,9.56,3.12,21.98,130,0,0.04,0.15,6.07,7.53
